id,incident_date,address,city,county,state,number_killed,number_injured,operations,city_or_county,number,street,city_2,zip,county_2,households_total,households_moe,median_income_total,median_income_moe,accuracy_score,accuracy_type,state_2,latitude,longitude,state_fips,county_fips,place_fips,census_tract_code,census_block_code,census_block_group,full_fips
106,2017-04-02,24100 block of Acanthus,San Antonio,NA,Texas,0,1,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
107,2017-03-23,200 block of FM 1534,Whitney,NA,Texas,1,0,N/A,Whitney,NA,NA,Northbridge,01534,Worcester County,NA,NA,NA,NA,0.09,place,MA,42.15148,-71.64951,25,25027,2546890,750300,1042,1,250277503001042
108,2017-03-23,800 block of W Green Ave,Killeen,NA,Texas,1,0,N/A,Killeen,NA,NA,Killeen,76540,Bell County,NA,NA,NA,NA,0.33,place,TX,31.085833,-97.357099,48,48027,4839148,021000,4001,4,480270210004001
109,2017-03-22,4002 Corder St,Houston,NA,Texas,2,0,N/A,Houston,4002,Corder St,Houston,77021,Harris County,603,125,18295,11291,1,rooftop,TX,29.6844,-95.362365,48,48201,4835000,313600,2015,2,482013136002015
110,2017-03-22,400 Block of Hardy Circle,El Paso,NA,Texas,1,0,N/A,El Paso,NA,NA,El Paso,79901,El Paso County,NA,NA,NA,NA,0.33,place,TX,31.763608,-106.484592,48,48141,4824000,002100,1005,1,481410021001005
111,2017-03-17,4860 SW Loop 820,Fort Worth,NA,Texas,0,2,N/A,Fort Worth,4860,SW Loop 820,Fort Worth,76109,Tarrant County,818,143,96827,50459,1,range_interpolation,TX,32.683253,-97.396696,48,48439,4827000,105405,3092,3,484391054053092
112,2017-03-16,N/A,Fort Worth,NA,Texas,0,1,N/A,Fort Worth,NA,NA,Fort Worth,76101,Tarrant County,NA,NA,NA,NA,1,place,TX,32.771419,-97.291484,48,48439,4827000,101202,3005,3,484391012023005
113,2017-03-12,700 block of Hatton Hill Lane,Austin,NA,Texas,0,1,N/A,Austin,NA,NA,Austin,73301,Travis County,NA,NA,NA,NA,0.33,place,TX,30.326374,-97.771258,48,48453,4805000,000102,1006,1,484530001021006
114,2017-03-10,21300 block of Greenham Dr.,Spring,NA,Texas,1,0,N/A,Spring,NA,NA,Spring,77373,Harris County,NA,NA,NA,NA,0.33,place,TX,30.062169,-95.383966,48,48201,4869596,241101,1013,1,482012411011013
115,2017-01-02,1600 Block of North 8th Street,Lamesa,NA,Texas,0,1,N/A,Lamesa,NA,NA,Lamesa,79331,Dawson County,NA,NA,NA,NA,0.33,place,TX,32.715593,-101.937544,48,48115,4841164,950402,1012,1,481159504021012
116,2016-12-31,4235 Oak Shadows,Houston,NA,Texas,1,0,N/A,Houston,4235,Oak Shadows Dr,Houston,77091,Harris County,704,96,41603,6351,1,rooftop,TX,29.84351,-95.450728,48,48201,4835000,531900,1010,1,482015319001010
117,2016-12-29,500 block of FM 843,Lufkin,NA,Texas,0,1,N/A,Lufkin,NA,NA,Lufkin,75901,Angelina County,NA,NA,NA,NA,0.33,place,TX,31.301706,-94.641414,48,48005,4845072,001100,2010,2,480050011002010
118,2016-12-17,9th Street and Colcord Avenue,Waco,NA,Texas,0,1,N/A,Waco,NA,Colcord Ave,Waco,76707,McLennan County,NA,NA,NA,NA,0.8,intersection,TX,31.561937,-97.145386,48,48309,4876000,001200,1001,1,483090012001001
119,2016-12-12,700 Dominik Drive,College Station,NA,Texas,0,1,N/A,College Station,700,Dominik Dr,College Station,77840,Brazos County,432,143,14375,6919,1,rooftop,TX,30.622384,-96.316395,48,48041,4815976,001303,3003,3,480410013033003
120,2016-11-28,406 W Martinez St,Del Rio,NA,Texas,2,0,N/A,Del Rio,406,W Martinez St,Del Rio,78840,Val Verde County,277,83,23304,15274,1,range_interpolation,TX,29.354041,-100.879927,48,48465,4819792,950602,2060,2,484659506022060
121,2016-10-21,Central Park Lane,College Station,NA,Texas,0,1,N/A,College Station,NA,Central Park Ln,College Station,77840,Brazos County,643,119,22241,11915,1,street_center,TX,30.612014,-96.291865,48,48041,4815976,001702,2005,2,480410017022005
122,2016-10-03,1416 Meadowlane Terrace,Fort Worth,NA,Texas,0,1,N/A,Fort Worth,1416,Meadowlane Ter,Fort Worth,76112,Tarrant County,498,146,49926,11609,1,range_interpolation,TX,32.758843,-97.203744,48,48439,4827000,106503,1026,1,484391065031026
123,2016-09-29,3712 North Elm Street,Fort Worth,NA,Texas,1,0,N/A,Fort Worth,3712,N Elm St,Fort Worth,76106,Tarrant County,552,89,42679,6701,1,rooftop,TX,32.811353,-97.343472,48,48439,4827000,100202,1008,1,484391002021008
124,2016-09-16,N/A,NA,Harris,Texas,0,1,N/A,Harris (county),NA,NA,NA,NA,NA,NA,NA,NA,NA,1,state,TX,31.434703,-99.281824,NA,NA,NA,NA,NA,NA,NA
125,2016-09-12,1200 block of Susan Avenue,Fort Worth,NA,Texas,0,1,N/A,Fort Worth,NA,NA,Fort Worth,76101,Tarrant County,NA,NA,NA,NA,0.33,place,TX,32.771419,-97.291484,48,48439,4827000,101202,3005,3,484391012023005
126,2016-09-08,704 West Sul Ross Ave,Alpine,NA,Texas,1,2,N/A,Alpine,704,W Sul Ross Ave,Alpine,79830,Brewster County,903,170,40711,9944,1,rooftop,TX,30.357047,-103.668628,48,48043,4802104,950300,2146,2,480439503002146
127,2016-09-06,200 Bowser Cir,Terrell,NA,Texas,0,1,N/A,Terrell,200,Bowser,Terrell,75160,Kaufman County,385,99,18173,10835,1,rooftop,TX,32.735308,-96.28658,48,48257,4872284,050500,2011,2,482570505002011
128,2016-09-05,200 block of Los Ranchitos,San Benito,NA,Texas,1,0,N/A,San Benito,NA,NA,San Benito,78586,Cameron County,NA,NA,NA,NA,0.33,place,TX,26.152353,-97.53175,48,48061,4865036,012200,2052,2,480610122002052
129,2016-08-27,500 block of Doherty Street,San Benito,NA,Texas,1,0,N/A,San Benito,NA,NA,San Benito,78586,Cameron County,NA,NA,NA,NA,0.33,place,TX,26.152353,-97.53175,48,48061,4865036,012200,2052,2,480610122002052
130,2016-08-07,300 block of Breckenridge Street,Texarkana,NA,Texas,0,1,N/A,Texarkana,NA,NA,Texarkana,75501,Bowie County,NA,NA,NA,NA,0.33,place,TX,33.411321,-94.177354,48,48037,4872368,011200,1089,1,480370112001089
131,2016-07-31,300 block of De Haven St,Houston,NA,Texas,1,0,N/A,Houston,NA,Belk St,Houston,77087,Harris County,392,87,25469,4498,0.5,street_center,TX,29.694371,-95.313616,48,48201,4835000,332800,1018,1,482013328001018
132,2016-07-28,4000 block of East Texas 6,Alvin,NA,Texas,0,1,N/A,Alvin,NA,NA,Alvin,77511,Brazoria County,NA,NA,NA,NA,0.33,place,TX,29.380858,-95.241857,48,48039,4802272,661602,2017,2,480396616022017
133,2016-07-27,3600 block of Hulen Park Circle,Fort Worth,NA,Texas,0,1,N/A,Fort Worth,NA,NA,Fort Worth,76101,Tarrant County,NA,NA,NA,NA,0.33,place,TX,32.771419,-97.291484,48,48439,4827000,101202,3005,3,484391012023005
134,2016-07-26,9700 block of Shady Tree Ln,Houston,NA,Texas,1,0,N/A,Houston,NA,Belk St,Houston,77087,Harris County,392,87,25469,4498,0.5,street_center,TX,29.694371,-95.313616,48,48201,4835000,332800,1018,1,482013328001018
135,2016-07-26,3600 block of Callaghan Road,San Antonio,NA,Texas,1,0,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
136,2016-07-20,N/A,Texas City,NA,Texas,0,1,N/A,Texas City,NA,NA,Texas City,77590,Galveston County,NA,NA,NA,NA,1,place,TX,29.376057,-94.921474,48,48167,4872392,726200,1280,1,481677262001280
137,2016-07-19,3400 block of Oxford,Alvin,NA,Texas,1,0,N/A,Alvin,3308,Black Ln,Pearland,77584,Brazoria County,1343,338,50029,18997,0.6,nearest_rooftop_match,TX,29.547019,-95.335378,48,48039,4856348,660701,2013,2,480396607012013
138,2016-07-15,Sageland Drive,Houston,NA,Texas,1,0,N/A,Houston,NA,Sageland Dr,Houston,77089,Harris County,491,97,71853,14621,1,street_center,TX,29.599886,-95.20962,48,48201,4835000,350400,1022,1,482013504001022
139,2016-07-11,Monica Drive,NA,Marion,Texas,1,0,N/A,Marion (county),NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
140,2016-07-08,2600 block of S.W 8th Avenue,Mineral Wells,NA,Texas,1,0,N/A,Mineral Wells,NA,NA,Mineral Wells,76067,Palo Pinto County,NA,NA,NA,NA,0.33,place,TX,32.799602,-98.126806,48,48363,4848684,000900,1016,1,483630009001016
141,2016-07-02,3100 block of MacArthur Drive,Waco,NA,Texas,0,1,N/A,Waco,NA,NA,Waco,76701,McLennan County,NA,NA,NA,NA,0.33,place,TX,31.552011,-97.1382,48,48309,4876000,000100,2055,2,483090001002055
142,2016-06-28,8600 block of Star Creek Drive,San Antonio,NA,Texas,1,0,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
143,2016-05-17,Pipkin Street,Beaumont,NA,Texas,0,1,N/A,Beaumont,NA,Pipkin St,Beaumont,77705,Jefferson County,253,89,51445,17858,1,street_center,TX,30.050664,-94.092641,48,48245,4807000,002400,2017,2,482450024002017
144,2016-05-02,3606 South Westmoreland Road,Dallas,NA,Texas,0,1,N/A,Dallas,3606,S Westmoreland Rd,Dallas,75233,Dallas County,471,110,79143,4903,1,rooftop,TX,32.698242,-96.876399,48,48113,4819000,010803,6016,6,481130108036016
145,2016-04-24,1900 block of 46th Street,Lubbock,NA,Texas,0,1,N/A,Lubbock,NA,NA,Lubbock,79401,Lubbock County,NA,NA,NA,NA,0.33,place,TX,33.588771,-101.850445,48,48303,4845000,000700,1124,1,483030007001124
146,2016-04-22,4200 block of Troy Lane,Arlington,NA,Texas,0,1,N/A,Arlington,NA,NA,Arlington,76001,Tarrant County,NA,NA,NA,NA,0.33,place,TX,32.635563,-97.148829,48,48439,4804000,111409,1000,1,484391114091000
147,2016-04-16,Roth Forest Lane,Spring,NA,Texas,0,1,N/A,Spring,NA,Roth Forest Ln,Spring,77389,Harris County,1509,213,83914,22394,1,street_center,TX,30.095867,-95.4977,48,48201,4869596,555200,1012,1,482015552001012
148,2016-04-13,1200 block of County Road 304,Bertram,NA,Texas,0,1,N/A,Bertram,NA,Black Rd,Bertram,78605,Burnet County,609,139,48365,18354,0.6,street_center,TX,30.879196,-97.949115,48,48053,4807864,960100,1390,1,480539601001390
149,2016-03-25,5751 Green Hill Road,San Angelo,NA,Texas,0,1,N/A,San Angelo,5751,Green Hill Rd,San Angelo,76901,Tom Green County,1256,177,66250,18532,1,rooftop,TX,31.445494,-100.500849,48,48451,4864472,001101,1058,1,484510011011058
150,2016-03-19,300 block of Anderson County Road 1370,Palestine,NA,Texas,1,0,N/A,Palestine,NA,NA,Shelburne Falls,01370,Franklin County,NA,NA,NA,NA,0.09,place,MA,42.588812,-72.758781,25,25011,2561205,041502,2047,2,250110415022047
151,2016-03-19,1400 block of 12th Street,Levelland,NA,Texas,0,1,N/A,Levelland,NA,NA,Levelland,79336,Hockley County,NA,NA,NA,NA,0.33,place,TX,33.606901,-102.345939,48,48219,4842448,950200,2168,2,482199502002168
152,2016-03-14,County Road 3825,Bridgeport,NA,Texas,1,0,N/A,Bridgeport,NA,NA,Barrington,03825,Strafford County,NA,NA,NA,NA,0.09,place,NH,43.22286,-71.04701,33,33017,3303380,085000,2000,2,330170850002000
153,2016-03-12,210 Stone Avenue,Paris,NA,Texas,1,0,N/A,Paris,210,Stone,Paris,75462,Lamar County,218,95,25616,5311,1,rooftop,TX,33.690672,-95.552899,48,48277,4855080,000500,1021,1,482770005001021
154,2016-03-01,6300 block of Hanley Drive,Corpus Christi,NA,Texas,1,0,N/A,Corpus Christi,NA,NA,Corpus Christi,78401,Nueces County,NA,NA,NA,NA,0.33,place,TX,27.797802,-97.399067,48,48355,4817000,006400,2102,2,483550064002102
155,2016-02-16,2538 71st St,Lubbock,NA,Texas,1,0,N/A,Lubbock,2538,71st St,Lubbock,79413,Lubbock County,528,130,48824,14706,1,rooftop,TX,33.530357,-101.874456,48,48303,4845000,002101,3019,3,483030021013019
156,2016-02-09,3300 block of Rock Creek Run,San Antonio,NA,Texas,0,1,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
157,2016-02-06,17437 Adams Trail,Forney,NA,Texas,0,1,N/A,Forney,17437,Adams Trl,Forney,75126,Kaufman County,659,96,103523,18325,1,rooftop,TX,32.812456,-96.449602,48,48257,4826604,050205,1007,1,482570502051007
158,2016-02-05,5200 block of Indian Springs Drive,Temple,NA,Texas,0,1,N/A,Temple,NA,NA,Temple,76501,Bell County,NA,NA,NA,NA,0.33,place,TX,31.068306,-97.3047,48,48027,4872176,020800,1021,1,480270208001021
159,2016-02-04,5200 block of Indian Springs Road,Temple (Moffatt),NA,Texas,0,1,N/A,Temple (Moffatt),NA,NA,Temple,76501,Bell County,NA,NA,NA,NA,0.33,place,TX,31.068306,-97.3047,48,48027,4872176,020800,1021,1,480270208001021
160,2016-01-27,900 block of Ruben Torres Boulevard,Brownsville,NA,Texas,0,1,N/A,Brownsville,NA,NA,Brownsville,78520,Cameron County,NA,NA,NA,NA,0.33,place,TX,25.963264,-97.550453,48,48061,4810768,012507,1021,1,480610125071021
161,2016-01-25,4100 block of Tumbleweed,Baytown,NA,Texas,2,0,N/A,Baytown,NA,NA,Baytown,77520,Harris County,NA,NA,NA,NA,0.33,place,TX,29.733283,-94.994123,48,48201,4806128,254500,1077,1,482012545001077
162,2016-01-19,15400 block of Redbud Berry Way,Cypress,NA,Texas,1,0,N/A,Cypress,NA,NA,Cypress,77410,Harris County,NA,NA,NA,NA,0.33,place,TX,29.83399,-95.434241,48,48201,4818356,531700,2004,2,482015317002004
163,2016-01-16,3600 block of Beheler Road,Elm Mott,NA,Texas,0,1,N/A,Elm Mott,NA,NA,Elm Mott,76640,McLennan County,NA,NA,NA,NA,0.33,place,TX,31.699922,-97.11457,48,48309,4823344,003400,2022,2,483090034002022
164,2016-01-16,5203 Dumfries Drive,Houston,NA,Texas,1,0,N/A,Houston,5203,Dumfries Dr,Houston,77096,Harris County,702,83,129167,15579,1,rooftop,TX,29.671065,-95.470957,48,48201,4835000,420700,3012,3,482014207003012
165,2016-01-03,30706 Eastridge Drive,Spring,NA,Texas,0,1,N/A,Spring,30706,Eastridge Dr,Spring,77386,Montgomery County,2940,502,122205,16668,1,rooftop,TX,30.13618,-95.3988,48,48339,4869596,692001,1013,1,483396920011013
166,2015-12-24,123 Old Chigger Trail,Fort Worth (Watauga),NA,Texas,0,1,N/A,Fort Worth (Watauga),NA,NA,Fort Worth,76101,Tarrant County,NA,NA,NA,NA,0.33,place,TX,32.771419,-97.291484,48,48439,4827000,101202,3005,3,484391012023005
167,2015-12-19,10633 Strickland,Houston,NA,Texas,0,1,N/A,Houston,10633,Strickland St,Houston,77093,Harris County,573,42,42107,12302,1,rooftop,TX,29.86801,-95.33445,48,48201,4835000,222000,1018,1,482012220001018
168,2015-12-14,900 block of East Scott Street,Gainesville,NA,Texas,0,1,N/A,Gainesville,NA,NA,Gainesville,76240,Cooke County,NA,NA,NA,NA,0.33,place,TX,33.654698,-97.158295,48,48097,4827984,000400,1027,1,480970004001027
169,2015-12-10,5300 block of West Gulf Bank,Houston,NA,Texas,0,1,N/A,Houston,NA,Belk St,Houston,77087,Harris County,392,87,25469,4498,0.5,street_center,TX,29.694371,-95.313616,48,48201,4835000,332800,1018,1,482013328001018
170,2015-12-10,8300 block of Shoal Creek,San Antonio,NA,Texas,0,1,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
171,2015-12-10,300 block of Madrid,Universal City,NA,Texas,1,0,N/A,Universal City,NA,NA,Universal City,78148,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.543813,-98.295356,48,48029,4874408,121601,4008,4,480291216014008
172,2015-12-09,4900 block of South Buckner Boulevard,Dallas,NA,Texas,1,0,N/A,Dallas,NA,Bilco St,Dallas,75232,Dallas County,494,104,35500,29452,0.5,street_center,TX,32.679814,-96.850223,48,48113,4819000,011001,4004,4,481130110014004
173,2015-12-03,Farm to Market 2050 Rd,NA,Webb,Texas,1,0,N/A,Webb (county),NA,NA,Marshfield,02050,Plymouth County,NA,NA,NA,NA,0.27,place,MA,42.111805,-70.710744,25,25023,2538820,506101,4006,4,250235061014006
174,2015-11-21,18000 block of Yaupon Tr,Humble (Atascocita),NA,Texas,1,0,N/A,Humble (Atascocita),NA,NA,Humble,77325,Harris County,NA,NA,NA,NA,0.33,place,TX,29.83399,-95.434241,48,48201,4835348,531700,2004,2,482015317002004
175,2015-11-19,N/A,NA,Lubbock,Texas,0,1,N/A,Lubbock (county),NA,NA,NA,NA,NA,NA,NA,NA,NA,1,state,TX,31.434703,-99.281824,NA,NA,NA,NA,NA,NA,NA
176,2015-11-12,Neely Avenue,Midland,NA,Texas,0,1,N/A,Midland,NA,Neely Ave,Midland,79705,Midland County,371,79,104781,34450,1,street_center,TX,32.015613,-102.109958,48,48329,4848072,000303,2001,2,483290003032001
177,2015-11-11,619 BIshop Drive,Killeen,NA,Texas,0,1,N/A,Killeen,619,Bishop Dr,Killeen,76541,Bell County,463,115,19625,12842,1,rooftop,TX,31.112331,-97.729598,48,48027,4839148,022900,1032,1,480270229001032
178,2015-10-30,3280 Central Mall Blvd.,Port Arthur,NA,Texas,0,1,N/A,Port Arthur,3280,Central Mall Dr,Port Arthur,77642,Jefferson County,1610,235,45938,10000,1,range_interpolation,TX,29.946,-93.986135,48,48245,4858820,007001,3060,3,482450070013060
179,2015-10-24,4600 block of Sorita Street,Mission,NA,Texas,0,1,N/A,Mission,NA,Blake St,Mission,78572,Hidalgo County,526,153,36455,10297,0.5,street_center,TX,26.22297,-98.336739,48,48215,4848768,020205,2005,2,482150202052005
180,2015-10-23,Canterbury Drive,San Antonio,NA,Texas,0,1,N/A,San Antonio,NA,Canterbury Hill St,San Antonio,78209,Bexar County,407,119,196705,82275,0.6,street_center,TX,29.481807,-98.447348,48,48029,4865000,120400,5021,5,480291204005021
181,2015-09-28,3300 block of South Alameda Street,Corpus Christi,NA,Texas,0,1,N/A,Corpus Christi,NA,NA,Corpus Christi,78401,Nueces County,NA,NA,NA,NA,0.33,place,TX,27.797802,-97.399067,48,48355,4817000,006400,2102,2,483550064002102
182,2015-09-27,N/A,Pollok,NA,Texas,0,1,N/A,Pollok,NA,NA,Pollok,75969,Angelina County,NA,NA,NA,NA,1,place,TX,31.440245,-94.869754,48,48005,4858604,000101,1047,1,480050001011047
183,2015-09-23,1700 block of South Hamilton Street,San Antonio,NA,Texas,1,0,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
184,2015-09-13,2700 block of Faircrest Drive,Rockwall,NA,Texas,0,1,N/A,Rockwall,NA,NA,Rockwall,75032,Rockwall County,NA,NA,NA,NA,0.33,place,TX,32.886,-96.409502,48,48397,4862828,040505,4059,4,483970405054059
185,2015-08-21,Shadow Circle,New Braunfels,NA,Texas,0,1,N/A,New Braunfels,NA,Shadow Cir,New Braunfels,78130,Comal County,616,94,52849,13871,1,street_center,TX,29.682903,-98.112042,48,48091,4850820,310404,1029,1,480913104041029
186,2015-08-20,5600 block of Shallow Run,Fort Worth (Benbrook),NA,Texas,1,0,N/A,Fort Worth (Benbrook),NA,NA,Fort Worth,76101,Tarrant County,NA,NA,NA,NA,0.33,place,TX,32.771419,-97.291484,48,48439,4827000,101202,3005,3,484391012023005
187,2015-08-18,1802 Beacon Street,San Angelo,NA,Texas,0,1,N/A,San Angelo,1802,Beacon St,San Angelo,76905,Tom Green County,474,97,33864,7328,1,rooftop,TX,31.477369,-100.409398,48,48451,4864472,000300,2006,2,484510003002006
188,2015-08-03,2500 block of North Eastman Road,Longview,NA,Texas,1,0,N/A,Longview,NA,NA,Longview,75601,Gregg County,NA,NA,NA,NA,0.33,place,TX,32.517846,-94.730285,48,48183,4843888,000300,4002,4,481830003004002
189,2015-07-30,8442 Tavenor Lane,Houston,NA,Texas,1,0,N/A,Houston,8442,Tavenor Ln,Houston,77075,Harris County,641,67,47163,10050,1,rooftop,TX,29.629808,-95.267052,48,48201,4835000,333700,1019,1,482013337001019
190,2015-07-24,2200 block of 37th Street,Galveston,NA,Texas,0,1,N/A,Galveston,NA,NA,Galveston,77550,Galveston County,NA,NA,NA,NA,0.33,place,TX,29.310535,-94.775768,48,48167,4828068,724300,1022,1,481677243001022
191,2015-07-23,6th Street and Louisiana,Weslaco,NA,Texas,0,1,N/A,Weslaco,NA,6th St,Santa Rosa,78593,Cameron County,NA,NA,NA,NA,0.39,intersection,TX,26.257111,-97.828376,48,48061,4865768,010301,1029,1,480610103011029
192,2015-07-20,1000 block of Cove Crest Trail,Fresno,NA,Texas,1,0,N/A,Fresno,NA,NA,Fresno,77545,Fort Bend County,NA,NA,NA,NA,0.33,place,TX,29.53602,-95.47063,48,48157,4827540,670902,2010,2,481576709022010
193,2015-07-16,5400 block of War Cloud Drive,San Antonio,NA,Texas,1,0,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
194,2015-07-05,19000 block of Puget Lane,Spring,NA,Texas,1,0,N/A,Spring,NA,NA,Spring,77373,Harris County,NA,NA,NA,NA,0.33,place,TX,30.062169,-95.383966,48,48201,4869596,241101,1013,1,482012411011013
195,2015-07-02,Coit Road,Dallas,NA,Texas,0,1,N/A,Dallas,NA,Coit Rd,Dallas,75240,Dallas County,631,100,32734,12818,1,street_center,TX,32.928335,-96.768954,48,48113,4819000,019208,3009,3,481130192083009
196,2015-06-13,County Road 4010,NA,Wise,Texas,1,0,N/A,Wise (county),NA,NA,Brownfield,04010,Oxford County,NA,NA,NA,NA,0.27,place,ME,43.93813,-70.90868,23,23017,2308080,966800,2026,2,230179668002026
197,2015-06-13,13600 block of North Central Expressway,Dallas,NA,Texas,1,0,N/A,Dallas,NA,Bilco St,Dallas,75232,Dallas County,494,104,35500,29452,0.5,street_center,TX,32.679814,-96.850223,48,48113,4819000,011001,4004,4,481130110014004
198,2015-06-05,11500 Ferguson Road,Dallas,NA,Texas,0,1,N/A,Dallas,11500,Ferguson Rd,Dallas,75228,Dallas County,811,128,34792,8212,1,rooftop,TX,32.853612,-96.654368,48,48113,4819000,012601,3005,3,481130126013005
199,2015-06-04,5615 Leeland,Houston,NA,Texas,1,0,N/A,Houston,5615,Leeland St,Houston,77023,Harris County,468,63,21900,3157,1,rooftop,TX,29.731389,-95.317474,48,48201,4835000,310800,1009,1,482013108001009
200,2015-06-01,6215 Heatherbloom,Houston,NA,Texas,1,0,N/A,Houston,6215,Heatherbloom Dr,Houston,77085,Harris County,513,97,54321,15805,1,rooftop,TX,29.621842,-95.477819,48,48201,4835000,330302,3009,3,482013303023009
201,2015-05-30,500 block of Washington Street,Abilene,NA,Texas,1,0,N/A,Abilene,500,Black St,Abilene,79602,Taylor County,222,92,0,0,1,range_interpolation,TX,32.444371,-99.72381,48,48441,4801000,010900,1021,1,484410109001021
202,2015-04-18,3600 block of Del Mar Court,Killeen,NA,Texas,1,0,N/A,Killeen,NA,NA,Killeen,76540,Bell County,NA,NA,NA,NA,0.33,place,TX,31.085833,-97.357099,48,48027,4839148,021000,4001,4,480270210004001
203,2015-04-13,1100 block of Olive St,Texarkana,NA,Texas,0,1,N/A,Texarkana,NA,NA,Texarkana,75501,Bowie County,NA,NA,NA,NA,0.33,place,TX,33.411321,-94.177354,48,48037,4872368,011200,1089,1,480370112001089
204,2015-04-10,11290 Fondren,Houston,NA,Texas,1,0,N/A,Houston,11290,Fondren Rd,Houston,77096,Harris County,1084,221,32173,5782,1,range_interpolation,TX,29.656156,-95.508571,48,48201,4835000,423302,2027,2,482014233022027
205,2015-03-19,14425 Alief Clodine Rd,Houston,NA,Texas,1,0,N/A,Houston,14425,Alief Clodine Rd,Houston,77082,Harris County,914,217,21184,12494,0.9,range_interpolation,TX,29.710911,-95.64356,48,48201,4835000,452600,1000,1,482014526001000
206,2015-03-19,6301 Sierra Blanca,Houston,NA,Texas,1,0,N/A,Houston,6301,Sierra Blanca Dr,Houston,77083,Harris County,914,217,21184,12494,1,rooftop,TX,29.710911,-95.639306,48,48201,4835000,452600,1008,1,482014526001008
207,2015-03-05,2300 block of Northeast 37th St.,Fort Worth,NA,Texas,0,1,N/A,Fort Worth,NA,NA,Fort Worth,76101,Tarrant County,NA,NA,NA,NA,0.33,place,TX,32.771419,-97.291484,48,48439,4827000,101202,3005,3,484391012023005
208,2015-03-02,16800 block of Faring Road,Houston,NA,Texas,0,1,N/A,Houston,NA,Belk St,Houston,77087,Harris County,392,87,25469,4498,0.5,street_center,TX,29.694371,-95.313616,48,48201,4835000,332800,1018,1,482013328001018
209,2015-03-01,1900 block of Imperial Stone Dr.,Houston,NA,Texas,1,0,N/A,Houston,NA,Belk St,Houston,77087,Harris County,392,87,25469,4498,0.5,street_center,TX,29.694371,-95.313616,48,48201,4835000,332800,1018,1,482013328001018
210,2015-02-27,7400 block of Betanna,Houston,NA,Texas,1,0,N/A,Houston,NA,Belk St,Houston,77087,Harris County,392,87,25469,4498,0.5,street_center,TX,29.694371,-95.313616,48,48201,4835000,332800,1018,1,482013328001018
211,2015-02-26,3900 block of Plymouth Drive,Garland,NA,Texas,1,0,N/A,Garland,NA,NA,Garland,75040,Dallas County,NA,NA,NA,NA,0.33,place,TX,32.931523,-96.615821,48,48113,4829000,018123,3028,3,481130181233028
212,2015-02-07,5900 block of Highland Village Dr.,Dallas,NA,Texas,1,0,N/A,Dallas,NA,Bilco St,Dallas,75232,Dallas County,494,104,35500,29452,0.5,street_center,TX,32.679814,-96.850223,48,48113,4819000,011001,4004,4,481130110014004
213,2015-02-07,5800 block of Midcrown Drive,San Antonio,NA,Texas,0,1,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
214,2015-01-21,County Road 381,Medina County,NA,Texas,0,1,N/A,Medina County,NA,NA,Medina,78055,Bandera County,NA,NA,NA,NA,1,place,TX,29.79661,-99.24643,48,48019,4847400,000200,1308,1,480190002001308
215,2015-01-17,Douglas Avenue,Colleyville,NA,Texas,0,1,N/A,Colleyville,NA,Douglas Ave,Colleyville,76034,Tarrant County,1933,196,187480,37727,1,street_center,TX,32.905477,-97.143446,48,48439,4815988,113610,1062,1,484391136101062
216,2015-01-07,County Road 3823,Medina County,NA,Texas,0,1,N/A,Medina County,NA,NA,Medina,78055,Bandera County,NA,NA,NA,NA,1,place,TX,29.79661,-99.24643,48,48019,4847400,000200,1308,1,480190002001308
217,2014-12-31,N/A,Navasota,NA,Texas,0,1,N/A,Navasota,NA,NA,Navasota,77868,Grimes County,NA,NA,NA,NA,1,place,TX,30.383369,-96.008619,48,48185,4850472,180200,4053,4,481851802004053
